word,phonetic,translation,tag
suit,sju:t. su:t,"n. 套装, 诉讼, 请求, 起诉, 套, 组\nvt. 适合, 使适应\nvi. 合适, 相称",gk cet4 cet6 ky toefl ielts
suitable,'sju:tәbl,"a. 适当的, 相配的\n[法] 合适的, 适宜的, 适当的",gk cet4 cet6 ky toefl ielts
suitcase,'sju:tkeis,n. 手提箱,gk cet6 toefl ielts gre
suite,swi:t,"n. 随员, 套房, (一)组, (一)套, 组曲, 继之而来的事\n[电] 程序组",gk ky toefl ielts
suited,'sju:tid,a. 适合的,toefl
sulfur,'sʌlfә,"n. 硫, 硫磺\nvt. 用硫磺处理",ky toefl
sulky,'sʌlki,"a. 生气的, 阴沉的",toefl gre
sullen,'sʌlәn,"a. 愠怒的, 沉闷的, 阴沉的",cet6 toefl gre
sully,'sʌli,"vt. 玷污, 弄脏\nn. 污点, 脏污",toefl gre
sulphur,'sʌlfә,"n. 硫, 硫磺\n[化] 硫",cet4 cet6 ielts
sultry,'sʌltri,"a. 闷热的, 粗暴的, 放荡的, 激烈的",toefl gre
sum,sʌm,"n. 总数, 总和, 金额, 概要, 顶点\nvt. 总计, 概括\nvi. 合计\n[计] 系统实用程序和维护",cet4 cet6 ky toefl
summarily,'sʌmәrili,"adv. 概要地, 概略地, 立刻",gre
summarize,'sʌmәraiz,"v. 概述, 总结",cet4 cet6 ky
summary,'sʌmәri,"n. 摘要, 概要\na. 摘要的, 简略的\n[计] 摘要; 概要",gk cet4 cet6 ky ielts gre
summation,sʌ'meiʃәn,"n. 总和, 和, 合计\n[医] 总和, 总合",gre
summer,'sʌmә,"n. 夏季, 全盛时期\nvi. 避暑, 过夏天\n[计] 加法器",zk gk ielts
summit,'sʌmit,"n. 顶点, 最高阶层, 最高级会议\na. 政府首脑的, 最高级的",cet4 cet6 ky toefl ielts
summon,'sʌmәn,"vt. 召唤, 召集, 号召, 振奋, 唤起, 鼓起\n[经] 传唤, 传讯",cet6 ky toefl ielts gre
sumptuous,'sʌmptʃuәs,"a. 奢侈的, 华丽的",toefl gre
sun,sʌn,"n. 太阳, 日, 日光, 阳光\nvt. 晒\nvi. 晒太阳",zk gk
sunburn,'sʌnbә:n,"n. 日炙, 晒斑, 晒焦, 晒黑\nvt.vi. (使)晒黑, (使)晒得退色, (使)晒焦",toefl
sunburnt,'sʌnb\\\\:nt,"a. 晒黑的, 有晒斑的, 日炙的",gk
Sunday,'sʌndi,"n. 星期日\na. 星期日的, 业余的\nvi. 度星期日",zk gk ielts
sunder,'sʌndә,"v. 切开, 分离",gre
sundial,'sʌndaiәl,"n. 日规, 日晷",toefl ielts
sundry,'sʌndri,"a. 各式各样的\n[经] 杂的, 各种, 各式各样的",gre
sunflower,'sʌnflauә,n. 向日葵,toefl
sunglasses,,"n. 太阳镜, 墨镜, 太阳眼镜",gk toefl
sunlight,'sʌnlait,"n. 日光\n[医] 日光, 太阳光",gk cet4 cet6 toefl ielts
sunlit,'sʌnlit,a. 阳光照射的,toefl
sunny,'sʌni,"a. 阳光充足的, 乐观的, 快乐的, 像太阳的",zk gk
sunrise,'sʌnraiz,"n. 日出, 黎明, 拂晓",gk cet4 cet6 ky toefl
sunset,'sʌnset,"n. 日落, 晚年",gk cet4 cet6 ky toefl
sunshine,'sʌnʃain,"n. 阳光, 光明, 晴天",gk cet4 cet6 ky toefl
super,'sju:pә,"n. 跑龙套角色, 冗员, 特级品, 特大号, 管理人\na. 上等的, 特大的, 超级的, 极好的, 十分的, 过分的\nadv. 非常",gk cet4 cet6 ky
superannuated,sju:pә'rænjueitid,"a. 年老退休的, 老朽的, 体弱退休的, 领养老金的, 过时的, 太旧的, 废弃的",gre
superb,sju'pә:b,"a. 极度的, 华丽的, 极好的",gk cet6 ky toefl ielts gre
supercilious,.sju:pә'siliәs,"a. 傲慢的, 自大的, 目空一切的",gre
supercontinent,",sju:pә'kɔntinәnt",n. [地]超大陆,toefl
superficial,.sju:pә'fiʃәl,"n. 表面, 外表\na. 表面的, 肤浅的, 面积的",cet4 cet6 ky toefl ielts gre
superficiality,",sju:pәfiʃi'æliti","n. 表面性的事物, 肤浅, 浅薄",gre
superficially,,"adv. 表面, 表面性, 浅层, 不深, 表皮, (贬)肤浅, 一知半解, 浅薄, 平方, 浮面",cet6 toefl
superfluity,",sju:pә'fluiti","n. 多余, 过剩, 多余物, 过剩品, 奢侈",gre
superfluous,sju'pә:fluәs,"a. 多余的, 过剩的",ky toefl ielts gre
superheat,.sju:pә'hi:t,vt. 使过热\nn. 过热,toefl
superimpose,'sju:pәrim'pәuz,"vt. 把(一物)放在另一物的上面, 添上, 附加, 加上, 添加\n[计] , 重叠, 叠加",gre
superintend,.sju:pәrin'tend,"v. 指挥, 管理, 监督",ielts gre
superintendent,",sju:pәrin'tendәnt","n. 监督人, 主管人, 主日学校校长\n[经] 监督人, 主管人(部门)",toefl
superior,sju:'piәriә,"n. 长者, 占优势的人, 上级\na. 上级的, 出众的, 高傲的",gk cet4 cet6 ky toefl ielts
superiority,sju:.piәri'ɒriti,"n. 优越, 高傲\n[化] 优越性",cet6 ky gre
superlative,sju:'pә:lәtiv,"a. 最上的, 无比的, 过度的\nn. 最好的人(物), 最高程度, 最高级",gre
superman,'sju:pәmæn,"n. 具有超人能力的人, 超人",gk
supermarket,'sju:pәmɑ:kit,"n. 超级市场\n[经] 超级市场, 自助售货商店",zk gk ielts
supernatural,.sju:pә'nætʃәrәl,"a. 超自然的, 神奇的\n[医] 超自然的",toefl
supernova,.sju:pә'nәuvә,n. 超新星,gre
supersede,.sju:pә'si:d,"vt. 代替, 取代, 接替\n[法] 替代, 替换, 充任",toefl ielts gre
supersonic,.sju:pә'sɒnik,a. 超声波的\n[医] 超声[波]的,cet6 ky ielts
superstition,.sju:pә'stiʃәn,n. 迷信\n[法] 迷信,cet6 ky toefl ielts gre
superstitious,.sju:pә'stiʃәs,"a. 迷信的\n[法] 迷信的, 由迷信引起的",ky
superstructure,'sju:pәstrʌktʃә,"n. 上部构造, 上层建筑\n[化] 超结构",ielts
supervise,'sju:pәvaiz,"v. 监督, 管理, 指导",cet6 ky toefl ielts gre
supervision,.sju:pә'viʒәn,"n. 监督, 管理\n[经] 监督, 管理",cet6 toefl
supervisor,.sju:pә'vaizә,"n. 管理者, 监督者, 指导者, 视导员\n[计] 管理程序",toefl ielts
supine,sju:'pain,"a. 仰卧的, 掌心向上的, 懒散的\n[医] 仰卧的, 旋后的",gre
supper,'sʌpә,n. 晚餐,zk gk
supplant,sә'plɑ:nt,"vt. 排挤掉, 代替",toefl gre
supple,'sʌpl,"a. 柔软的, 逢迎的, 顺从的\nvt. 使柔软, 使顺从",toefl gre
supplement,'sʌplimәnt,"n. 补充物, 增刊, 补充, 补遗, 补编, 附录, 补角\nvt. 补充, 增补",cet4 cet6 ky toefl gre
supplementary,.sʌpli'mentәri,"a. 补足的, 补充的, 追加的\n[经] 追加的, 补充的, 增补的",cet6 toefl ielts
supplementation,",sʌplimen'teiʃәn","n. 增补, 补足, 补充",toefl
suppliant,'sʌpliәnt,"a. 恳求的, 哀求的\nn. 恳求者, 哀求者",gre
supplicant,'sʌplikәnt,"[法] 恳求者, 哀求者; 恳求, 哀求, 祈求",gre
supplicate,'sʌplikeit,"v. 恳求, 哀求, 恳请",gre
supply,sә'plai,"n. 补给, 供给, 供应品\nvt. 补给, 供给, 提供, 补充\nvi. 替代",zk gk cet4 cet6 ky ielts
support,sә'pɒ:t,"n. 支持, 支撑, 援助, 供养, 支撑物\nvt. 支援, 支撑, 帮助, 支持, 忍受, 供养, 证实\n[计] 后援; 支持",gk cet4 cet6 ky ielts
suppose,sә'pәuz,"vt. 推想, 假设, 以为, 想像, 假定\nvi. 料想",zk gk cet4 cet6 ky toefl
supposedly,sә'pәuzidli,"adv. 想象上, 看上去像, 被认为是, 恐怕, 按照推测",toefl ielts
supposition,.sʌpә'ziʃәn,"n. 想像, 推测, 推想\n[法] 假定, 推定, 推测",toefl ielts
suppress,sә'pres,"vt. 镇压, 使止住, 禁止, 抑制, 查禁\n[法] 镇压, 平定, 禁止出版",cet6 ky toefl ielts
supremacy,sju'premәsi,"n. 至高无上, 霸权地位, 优势, 至上\n[法] 至高权力, 无上权力, 霸权",toefl gre
supreme,sju'pri:m,"n. 至高, 霸权\na. 至高的, 终极的, 极端的, 最大的",gk cet4 cet6 ky toefl ielts gre
supremely,,adv. 崇高地；至上地,toefl
surcharge,'sә:tʃɑ:dʒ,"n. 装载过多, 超载, 追加罚款, 附加税\nvt. 使装载过多, 追加罚款, 收附加税",toefl ielts gre
sure,ʃuә,"a. 确信, 必然的, 必定的\nadv. 当然, 确实地, 无疑地",zk gk
surely,'ʃuәli,"adv. 的确地, 安全地\n[经] 保证, 保证人, 保证金",cet4 cet6
surface,'sә:fis,"n. 面, 表面, 水面, 外表, 平面\na. 表面的, 外观的, 肤浅的, 水面上的\nvt. 使成平面, 使浮出水面\nvi. 浮出水面, 呈现, 在地面上工作",zk gk toefl ielts
surfeit,'sә:fit,"n. 过食, 过度, 恶心\nvt. 使厌腻, 使沉溺于\nvi. 饮食过度",gre
surge,sә:dʒ,"n. 巨涌, 汹涌, 澎湃\nvi. 汹涌, 澎湃, 颠簸, 猛冲, 突然放松\nvt. 使汹涌奔腾, 急放\n[计] 电压尖峰",cet6 ky toefl ielts gre
surgeon,'sә:dʒәn,"n. 外科医生, 军医, 船医\n[医] 外科医师",gk cet4 cet6 ky toefl ielts gre
surgery,'sә:dʒәri,"n. 外科, 手术, 手术室, 换球术",cet4 cet6 ky toefl ielts
surging,'sә:dʒiŋ,v. 浪涌；冲击（surge的ing形式）,toefl
surly,'sә:li,"a. 不和蔼的, 无礼的, 板面孔的, 阴沉的, 粗暴的, 乖戾的",gre
surmise,'sә:maiz,"n. 推测, 猜测\nv. 推测, 臆测",toefl gre
surmount,sә:'maunt,"vt. 战胜, 超越, 克服",toefl ielts gre
surname,'sә:neim,"n. 姓, 别号, 绰号\nvt. 呼以姓氏, 起绰号",cet4 cet6 ky ielts
surpass,sә'pɑ:s,"vt. 超越, 凌驾, 胜过",cet6 ky toefl ielts gre
surpassingly,sə'pɑ:sɪŋlɪ,"adv. 卓越地, 超群地",toefl
surplus,'sә:plәs,"n. 剩余, 过剩, 盈余\na. 过剩的, 剩余的",gk cet4 cet6 ky toefl ielts gre
surprise,sә'praiz,"n. 惊奇, 奇袭, 诧异\nvt. 使惊奇, 撞见, 奇袭",zk gk ielts
surprising,sә'praiziŋ,a. 令人惊讶的,cet4 cet6
surprisingly,,"adv. 使人惊奇, 出人意外, 惊人, 令人惊讶",cet4 cet6
surrealism,sә'riәlizm,n. 超现实主义\n[法] 超现实主义,gre
surrender,sә'rendә,"vt. 交出, 放弃, 使投降, 让与\nvi. 投降, 自首\nn. 交出, 放弃, 投降",cet4 cet6 ky toefl ielts gre
surreptitious,.sʌrәp'tiʃәs,"a. 秘密的, 暗中的, 偷偷摸摸的\n[法] 鬼鬼祟祟的, 秘密的, 欺骗的",gre
surrogate,'sʌrәgit,"n. 替代者, 代用品\nvt. 代理, 替代",gre
surround,sә'raund,"vt. 包围, 环绕, 围绕\nn. 围绕物",gk cet4 cet6 ky
surrounding,sә'raundiŋ,n. 环境\na. 周围的,gk
surroundings,sә'rajndiŋz,"n. 环境, 周围的事物\n[化] 环境",cet4 cet6 ky ielts
surveillance,sә:'veilәns,"n. 监视, 监督\n[电] 侦测",gre
survey,sә'vei,"n. 纵览, 视察, 测量, 俯瞰, 调查\nvt. 审视, 视察, 俯瞰, 通盘考虑\nvi. 测量土地",cet4 cet6 ky toefl ielts
surveyor,sә'veiә. sә:-,n. 测量员；检验员,gre
survivability,ˌsəvɚɪvə'bɪlɪtɪ," 残存性, 生存性, 耐受性",toefl
survival,sә'vaivәl,"n. 生存, 残存, 幸存者\na. 赖以生存的",gk cet4 cet6 ky toefl ielts
survive,sә'vaiv,"vt. 比...活得长, 生存, 生还, 幸免于\nvi. 活下来, 幸存",gk cet4 cet6 ky toefl gre
survivor,sә'vaivә,"n. 生还者, 幸存者\n[法] 生还者, 生存者, 辛存者",toefl
susceptibility,sә.septә'biliti,"n. 敏感性, 感情\n[电] 磁化系数",gre
susceptible,sә'septәbl,"a. 易受影响的, 易感动的, 容许...的\n[法] 易感的, 易受影响的, 容许",cet6 ky toefl ielts gre
suspect,sә'spekt,"n. 被怀疑者, 嫌疑犯\na. 令人怀疑的, 不可信的, 可疑的\nv. 怀疑, 猜想",gk cet4 cet6 ky toefl ielts gre
suspend,sә'spend,"vt. 悬, 吊, 使悬浮, 暂停, 中止, 推迟\nvi. 暂停, 中止, 悬浮, 停止偿付债务\n[计] 暂停",cet4 cet6 ky toefl ielts gre
suspender,sә'spendә,"n. 悬挂者(物), 袜吊, 吊裤带\n[医] 悬吊带, 悬吊器",toefl
suspense,sә'spens,"n. 悬疑, 焦虑, 悬念, 悬而不决\n[经] 未定, 暂记",toefl ielts gre
suspension,sә'spenʃәn,"n. 悬挂, 暂停, 中止\n[化] 悬浮; 悬浮体; 悬浮液",gk cet6 ielts
suspicion,sә'spiʃәn,"n. 怀疑, 觉察, 嫌疑\n[法] 怀疑, 疑心, 嫌疑",cet4 cet6 ky toefl gre
suspicious,sә'spiʃәs,"a. 可疑的, 多疑的, 怀疑的\n[法] 怀疑的, 令人怀疑的, 可疑的",cet4 cet6 ky toefl ielts gre
sustain,sә'stein,"vt. 承受, 支持, 供养, 继续, 忍受, 蒙受, 证实, 准许\n[电] 持续",cet4 cet6 ky toefl ielts gre
sustained,sәs'teind,"a. 持续的, 持久不变的, 持久的, 不懈的\n[计] 持续的",toefl gre
sustenance,'sʌstinәns,"n. 生活资料, 生计, 食物, 支持\n[法] 营养物, 维持, 支持",toefl ielts gre
suture,'su:tʃә,"n. 缝合, 缝合处, 缝合线\nvt. 缝合",gre
svelte,svelt. sfelt,a. 苗条的；线条清晰的；和蔼的,gre
swagger,'swægә,"n. 大摇大摆, 吹牛, 妄自尊大, 威吓\nvi. 虚张声势吓人, 大摇大摆, 吹牛\nvt. 吓唬, 恫吓\na. 漂亮的, 时髦的",gre
swallow,'swɒlәu,"n. 燕子, 吞咽, 喉\nvt. 咽, 淹没, 吞没, 耗尽, 轻信, 忍受, 抑制\nvi. 吞下, 咽下",gk cet4 cet6 ky toefl ielts gre
swamp,swɒmp,"n. 沼泽, 进退两难的困境\nvt. 淹没, 击溃, 清除, 使陷于沼泽\nvi. 陷于沼泽, 淹没",cet4 cet6 ky toefl ielts gre
swampy,'swɒmpi,"a. 沼泽的, 沼泽多的, 湿地的, 松软的",toefl
swan,swɒn,"n. 天鹅, 天鹅星座, 有才华的诗人\nvi. 闲荡, 蜿蜒而行",cet4 cet6 ky
swank,swæŋk,"vi. 出风头, 炫耀\nn. 出风头, 炫耀, 虚张声势, 优雅",gre
swap,swɒp,"n. 以货易货\nv. 交换, 替换, 交易\n[计] 交换",gk
swarm,swɒ:m,"n. 群, 大群, 蜂群, 分蜂群\nvi. 分群, 群集, 聚集一块, 云集, 攀\nvt. 挤满, 爬, 攀",cet4 cet6 ky toefl ielts gre
swarthy,'swɒ:ði,a. 黑黝黝的,gre
sway,swei,"n. 摇摆, 影响力, 支配\nvt. 摇动, 支配, 弄歪, 使倾斜, 使动摇, 影响\nvi. 摇动, 摇摆, 倾斜, 动摇, 统治, 转向",cet4 cet6 ky toefl ielts gre
swear,swєә,"vt. 发誓, 咒骂, 使宣誓\nvi. 发誓, 诅咒\nn. 诅咒, 誓言",gk cet4 cet6 ky ielts gre
sweat,swet,"n. 汗, 汗水, 水珠, 焦急\nvi. 出汗, 渗出, 冒出水气, 结水珠, 烦恼, 懊恼\nvt. 使出汗, 流出, 榨出, 使汗流浃背",gk cet4 cet6 ky toefl
sweater,'swetә,"n. 毛衣, 毛线衫, 运动衫, 出汗者\n[化] 发汗器",zk gk cet4 cet6 ky ielts
sweep,swi:p,"n. 扫除, 打扫, 肃清, 视野, 范围, 全胜\nvt. 扫除, 掸去, 猛拉, 扫荡, 肃清, 冲走, 刮起, 环视, 掠过, 扫射\nvi. 扫, 打扫, 袭击, 席卷, 扫视, 掠过",zk gk cet4 cet6 ky toefl ielts
sweeping,'swi:piŋ,"n. 扫除, 垃圾\na. 扫荡的, 彻底的, 广泛的",toefl
sweet,swi:t,"n. 甜蜜, 糖果, 情人\na. 甜的, 芳香的, 悦耳的, 漂亮的, 和蔼的, 不咸的, 灵活的, 轻快的",zk gk
sweeten,'swi:tn,"vt. 使变甜, 加糖于, 使悦耳, 使温和, 减轻\nvi. 变甜",cet6
sweetness,'swi:tnis,"n. 甜蜜, 芳香, 美妙",cet6
swell,swel,"n. 增大, 隆起的部分, 巨浪, 肿胀\na. 优秀的, 一流的\nvi. 增大, 膨胀, 肿胀, 增强, 骄傲\nvt. 使膨胀, 使增大, 使上涨, 使骄傲",gk cet4 cet6 ky toefl ielts gre
swelling,'sweliŋ,"n. 肿胀, 肿大, 隆起部, 身上的肿胀处, 膨胀, 增大\na. 肿大的, 突起的",toefl
swelter,'sweltә,"vi. 闷热, 被暑气所苦, 汗流浃背\nvt. 使闷热, 使热得出汗\nn. 闷热",toefl
sweltering,'sweltәriŋ,"a. 闷热的, 热得难受的, 中暑的",gre
swerve,swә:v,"n. 转向, 弯曲, 背离\nvi. 突然转向, 转弯, 背离\nvt. 使突然转向, 使转弯, 使背离",ielts gre
swift,swift,"n. 褐雨燕, 快速爬行的小蜥蜴, 蝙蝠蛾, 大滚筒\na. 迅速的, 快的, 敏捷的, 立刻的\nadv. 迅速地, 敏捷地",gk cet4 cet6 ky toefl ielts gre
swiftness,'swiftnis,"n. 迅速, 快",toefl
swill,swil,"vt. 冲洗, 痛饮\nvi. 大口地喝, 冲刷\nn. 涮, 冲洗, 痛饮, 泔脚",gre
swim,swim,"n. 游泳, 漂浮, 潮流, 眩晕\nvi. 游泳, 游, 漂浮, 浸, 覆盖, 充溢, 大量拥有, 旋转, 眩晕\nvt. 游过, 使浮起",zk gk
swimming,'swimiŋ,"n. 游泳, 眩晕",zk gk ielts
swindle,swindl,"n. 骗取, 欺诈, 骗局\nv. 骗取, 诈取",gre
swine,swain,"n. 猪, 卑鄙的家伙",gre
swing,swiŋ,"n. 摇摆, 振幅, 音律, 节奏, 涨落, 秋千, 旋转, 行动自由\nvi. 摇摆, 悬挂, 旋转, 大摇大摆地走, 转向\nvt. 挥舞, 使旋转, 使转向, 悬挂, 吊运\na. 旋转的, 悬挂的, 强节奏爵士音乐的",zk gk cet4 cet6 ky toefl ielts gre
swipe,swaip,"n. 强打, 用力挥击, 尖刻的话, 碰擦, 起重杆\nvt. 强打, 用力挥击, 偷",gre
swirl,swә:l,"n. 漩涡, 涡动\nvt. 使成漩涡\nvi. 打漩, 盘绕, 眩晕",ielts gre
Swiss,swis,"n. 瑞士人, 瑞士腔调\na. 瑞士的, 瑞士风格的",gk cet4 cet6
switch,switʃ,"n. 开关, 电闸, 转换, 软枝, 鞭子, 道岔\nvt. 转变, 切换, 摆动, 转换, 使转轨\nvi. 转换, 变换, 摆动\n[计] 开关; 翻转; 转移",gk cet4 cet6 ky toefl ielts
Switzerland,'switsәlәnd,n. 瑞士,gk
sword,sɒ:d,"n. 刀, 剑, 战争, 武力, 剑状物",gk cet4 cet6 ky
sybarite,'sibәrait,"n. 爱奢侈享乐的人, 奢侈逸乐之徒, 骄奢淫逸的人",gre
sybaritic,",sibә'ritik","a. 奢侈享乐的, 耽于奢侈逸乐的, 骄奢淫逸的",gre
sycophant,'sikәfәnt,"n. 奉承者, 谄媚者, 追随者\na. 拍马的, 奉承的",gre
sydney,'sidni,n. 悉尼（澳大利亚港市）,ielts
syllable,'silәbl,n. 音节\nvt. 分成音节\n[计] 字节,toefl
syllabus,'silәbәs,"n. 摘要, 提纲, 课程表, 教学大纲\n[医] 摘要, 要目",ielts gre
symbiosis,.simbai'әusis,"n. 共栖, 共同生活\n[化] 类聚效应",toefl gre
symbiotic,.simbai'ɒtik,"a. 共栖的, 共生的\n[医] 共生的",toefl
symbol,'simbl,"n. 符号, 象征, 代号, 信条\n[计] 符号; 码元",zk gk cet4 cet6 ky toefl
symbolism,'simbәlizm,"n. 象征主义, 符号论\n[医] 象征主义",toefl
symbolize,'simblaiz,"vt. 符号化, 用符号表现\nvi. 采用象征, 使用符号",toefl ielts
symbology,sim'bɒlәdʒi,"n. 符号学, 符号使用",toefl
symmetrical,si'metrikl,"a. 对称的, 匀称的\n[医] 对称的, 均称的",cet6 toefl
symmetry,'simitri,"n. 对称, 匀称\n[化] 对称; 对称性; 对称现象",cet6 ky toefl ielts gre
sympathetic,.simpә'θetik,"a. 有同情心的, 合意的, 赞成的\nn. 交感神经, 容易感受的人",cet4 cet6 ky toefl ielts
sympathize,'simpәθaiz,"vi. 同情, 怜悯, 同意, 体谅",cet4 cet6 ky toefl
sympathy,'simpәθi,"n. 同情, 赞同, 怜悯, 慰问, 吊唁\n[医] 交感[作用], 同感[作用], 感应, 同情",gk cet4 cet6 ky toefl
symphony,'simfәni,"n. 交响乐, 交响曲",gk cet6 ky toefl ielts gre
symposium,sim'pәuziәm,"n. 讨论会, 座谈会, 专题报告会, 专题论文集",cet6 ky ielts gre
symptom,'simptәm,"n. 症状, 征候, 征兆\n[医] 症状",gk cet6 ky toefl ielts
synchronize,'siŋkrәnaiz,"vt. 使同步, 使合拍\nvi. 同时发生\n[计] 同步",ky toefl ielts
synchronous,'siŋkrәnәs,"a. 同时的, 同步的\n[计] 同步",toefl gre
syndicate,'sindikit,"n. 企业联合, 辛迪加, 财团\nv. 联合成辛迪加",ielts
syndrome,'sindrәum,"n. 并发症状, 综合征, 同时存在的事物\n[计] 校验子; 并发位",ky gre
synergic,si'nә:dʒik,"a. 协作的, 协同的\n[计] 协作的; 合作的",gre
synonym,'sinәnim,n. 同义词,toefl ielts
synonymous,si'nɒnimәs,"a. 同义词的, 同义的",toefl
synopsis,si'nɒpsis,"n. 概要, 摘要, 大意\n[化] 一览表; 提要",toefl gre
synoptic,si'nɒptik,"a. 概要的, 天气的, 对观福音书的",gre
synthesis,'sinθisis,"n. 综合, 组织, 综合体\n[化] 合成",cet6 ky toefl ielts gre
synthesize,'sinθisaiz,"v. 综合, 合成",cet6 toefl
synthesizer,'sinθisaizә,"n. 合成器, 综合者\n[计] 合成器",toefl
synthetic,sin'θetik,"n. 合成物质\na. 综合(性)的, 人造的, 合成的",cet4 cet6 ky toefl ielts
syringe,'sirindʒ,"n. 注射器, 洗涤器\nvt. 注射, 洗涤",gre
syrup,'sirәp,"n. 糖浆, 果汁\n[化] 糖浆剂",toefl
system,'sistәm,"n. 系统, 体系, 制度, 方式, 秩序, 分类原则\n[计] 系统; 体制; 体系",gk cet4 cet6 ky toefl ielts
systematic,.sisti'mætik,"a. 有系统的, 分类上的, 体系的\n[医] 系统的, 系的, 分类的",gk cet4 cet6 ky toefl ielts
systematical,",sisti'mætikәl","a. 有系统的, 成体系的, 有秩序的, 有组织的, 分类学的, 故意的, 彻底的",cet4
systematically,.sisti'mætikli,"adv. 有系统地, 有组织地, 有条理地",cet6
systematize,'sistimәtaiz,"vt. 使组织化, 使系统化, 把...分类\n[医] 系统化, 分类",toefl
systems,,"n. 体制, 体系；制度；系统（system的复数形式）",ielts
T-shirt,"'ti:,ʃә:t","n. 圆领汗衫, T恤",zk
table,'teibl,"n. 桌子, 餐桌, 工作台, 铭文, 表格, 表, 高原, 平地层\nvt. 搁置, 嵌合, 制表, 把...列入议事日程\n[计] 表格, 模拟运算表",zk gk ielts gre
tableland,'teibllænd,n. 高地,toefl
tables,,n. 桌子；附录；表格（table的复数）,ielts
tablet,'tæblit,"n. 平板, 门牌, 笔记簿, 碑, 匾, 药片\n[化] 片剂",cet4 cet6 ky ielts
tablets,'tæblɪts,n. 药片( tablet的名词复数 ); （木、竹）简; 碑; 一块肥皂,ielts
tableware,'teiblwєә,n. 餐具,toefl
taboo,tә'bu:,"n. 禁忌, 禁止接近, 禁止使用\na. 禁忌的, 忌讳的\nvt. 禁忌, 忌讳, 禁止",ky ielts gre
tabulate,'tæbjuleit,"vt. 作成表, 作成一览表, 使成平面\na. 平板状的, 平面的\n[计] 制表",cet6
tacit,'tæsit,"a. 沉默寡言的, 不苟言笑的, 缄默的",toefl ielts gre
taciturn,'tæsitә:n,"a. 沉默寡言的, 不太说话的, 无言的",gre
tack,tæk,"n. 平头钉, 大头钉, 粗缝针脚, 行动方针, 食物\nvt. 以大头针钉住, 附加",cet6 gre
tackiness,'tækinis,n. 粘着性,gre
tackle,'tækl,"n. 工具, 复滑车, 滑车, 装备, 扭倒\nvt. 固定, 处理, 抓住\nvi. 扭倒",cet6 ky toefl ielts gre
tact,tækt,"n. 机智, 手法, 老练\n[经] (自动加工线的)生产节拍",cet6 toefl gre
tactic,'tæktik,"n. 一项战术, 一条策略\na. 战术的, 顺序的, 排列的",ky ielts gre
